Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Year,Incidence_Rate,POPULATION DENSITY
North Central,Kassanda District,39.0,28.0,67.0,7139.0,5582.0,18987.0,11616.0,7046.0,18662.0,12673.0,3438.0,16111.0,4600.0,4333.0,8933.0,38.0,26.0,66.0,7115.0,5564.0,12679.0,11643.0,7044.0,18687.0,4554.0,4324.0,8878.0,3983.0,3408.0,7391.0,47701.0,30.0,6.0,36.0,6979.0,5450.0,12429.0,11402.0,6943.0,18345.0,6190.0,4264.0,10454.0,3933.0,21669.0,25602.0,492.0,2031.0,2523.0,36067.0,20427.0,67713.0,4639.0,4361.0,9000.0,1819.0,314008.0,172.626718,0.5761,31.7195,2024,151.9101424167537,172.62671797691038
Teso,Katakwi District,4.0,5.0,9.0,27486.0,17532.0,48448.0,27804.0,11786.0,39590.0,25520.0,8835.0,34355.0,7957.0,7312.0,15269.0,3.0,4.0,7.0,27364.0,17462.0,44826.0,27400.0,11732.0,39132.0,7899.0,7231.0,15130.0,10867.0,8794.0,19661.0,118756.0,7.0,5.0,12.0,26753.0,17133.0,43886.0,26975.0,11567.0,38542.0,7773.0,7420.0,15193.0,10624.0,45065.0,55689.0,1798.0,5370.0,7168.0,88771.0,45470.0,132516.0,7961.0,7317.0,15278.0,2306.0,234332.0,101.6183868,1.9142,33.9583,2024,506.7852448662581,101.61838681699913
North Central,Kayunga District,133.0,115.0,248.0,17710.0,12125.0,43582.0,25715.0,12741.0,38456.0,42345.0,10033.0,52378.0,16034.0,14937.0,30971.0,100.0,81.0,184.0,17472.0,11916.0,29388.0,25412.0,12410.0,37822.0,15680.0,14638.0,30318.0,11771.0,9879.0,21650.0,119362.0,66.0,50.0,116.0,17310.0,11757.0,29067.0,25102.0,12291.0,37393.0,15672.0,14614.0,30286.0,11569.0,63176.0,74745.0,1518.0,3160.0,4678.0,101937.0,49951.0,150018.0,16167.0,15052.0,31219.0,1596.0,439175.0,275.1723058,0.7014,32.9029,2024,271.78687311436215,275.172305764411
Ankole,Kazo District,41.0,28.0,69.0,11124.0,9062.0,15322.0,12512.0,7670.0,20182.0,10790.0,3939.0,14729.0,3364.0,3001.0,6365.0,37.0,27.0,64.0,10905.0,8900.0,19805.0,12045.0,7492.0,19537.0,3248.0,2900.0,6148.0,4675.0,3860.0,8535.0,54089.0,4.0,1.0,5.0,10862.0,8812.0,19674.0,11952.0,7405.0,19357.0,3195.0,2866.0,6061.0,4639.0,19183.0,23822.0,270.0,924.0,1194.0,37831.0,23700.0,44994.0,3405.0,3029.0,6434.0,1558.0,208898.0,134.0808729,0.3576,32.5571,2024,258.9254085726048,134.0808729139923
Bunyoro,Kibaale District,45.0,28.0,73.0,4272.0,3136.0,12181.0,6071.0,3420.0,9491.0,8063.0,1904.0,9967.0,2907.0,2891.0,5798.0,21.0,19.0,40.0,4064.0,3001.0,7065.0,5541.0,3033.0,8574.0,2738.0,2681.0,5419.0,2204.0,1818.0,4022.0,25120.0,16.0,10.0,26.0,4003.0,2967.0,6970.0,5463.0,3014.0,8477.0,2729.0,2679.0,5408.0,2211.0,11655.0,13866.0,549.0,1234.0,1783.0,21358.0,11379.0,39808.0,2952.0,2919.0,5871.0,1153.0,237649.0,206.1136167,0.8088,31.0335,2024,105.70210688873085,206.11361665221162
North Central,Kiboga District,12.0,9.0,21.0,6786.0,5554.0,16258.0,9982.0,7417.0,17399.0,11010.0,3225.0,14235.0,3730.0,3699.0,7429.0,8.0,8.0,16.0,6729.0,5501.0,12230.0,9788.0,7003.0,16791.0,3680.0,3625.0,7305.0,3585.0,3203.0,6788.0,43130.0,30.0,6.0,36.0,6686.0,5477.0,12163.0,9772.0,7018.0,16790.0,3628.0,3595.0,7223.0,3560.0,17509.0,21069.0,171.0,488.0,659.0,31520.0,19904.0,53838.0,3742.0,3708.0,7450.0,1586.0,183255.0,115.5453972,0.8658,31.9473,2024,235.35510627268013,115.5453972257251
Bukedi,Kibuku District,22.0,29.0,51.0,37674.0,18860.0,3479.0,45119.0,9045.0,54164.0,112893.0,20039.0,132932.0,48494.0,44504.0,92998.0,22.0,29.0,50.0,37674.0,18858.0,56532.0,45104.0,9033.0,54137.0,48494.0,44498.0,92992.0,23882.0,20038.0,43920.0,247631.0,2.0,3.0,5.0,37423.0,18725.0,56148.0,44843.0,8982.0,53825.0,48228.0,44345.0,92573.0,23761.0,160051.0,183812.0,3327.0,7964.0,11291.0,244202.0,92477.0,12900.0,48516.0,44533.0,93049.0,484.0,249441.0,515.3739669,1.0453,33.7993,2024,992.7437750810813,515.3739669421487
Kigezi,Kigezi,33.0,14.0,47.0,8699.0,7980.0,41615.0,18316.0,16272.0,34588.0,12618.0,3842.0,16460.0,4665.0,4196.0,8861.0,30.0,14.0,44.0,8295.0,7703.0,15998.0,17303.0,15530.0,32833.0,4464.0,4020.0,8484.0,3992.0,3667.0,7659.0,65018.0,19.0,15.0,34.0,8246.0,7641.0,15887.0,17195.0,15440.0,32635.0,4423.0,3993.0,8416.0,3952.0,19973.0,23925.0,232.0,774.0,1006.0,44331.0,32304.0,133545.0,4698.0,4210.0,8908.0,4993.0,1787231.0,357.9473263,0.2667,31.6167,2024,36.379180978843806,357.9473262567595
Bunyoro,Kikuube District,32.0,24.0,56.0,17324.0,9891.0,35119.0,23516.0,9865.0,33381.0,40958.0,7448.0,48406.0,16359.0,15812.0,32171.0,32.0,24.0,56.0,21156.0,9758.0,30914.0,23120.0,9734.0,32854.0,16080.0,15690.0,31770.0,8693.0,7428.0,16121.0,111715.0,24.0,26.0,50.0,16746.0,9502.0,26248.0,22807.0,9617.0,32424.0,15860.0,15283.0,31143.0,8525.0,55411.0,63936.0,1052.0,2780.0,3832.0,98189.0,43040.0,122595.0,16391.0,15836.0,32227.0,2098.0,379547.0,180.9089609,1.2375,30.9876,2024,294.33772365477796,180.90896091515728
Ankole,Kiruhura District,7.0,4.0,11.0,7371.0,7173.0,6560.0,8619.0,6900.0,15519.0,8905.0,3235.0,12140.0,2703.0,2668.0,5371.0,7.0,3.0,10.0,7362.0,7170.0,14532.0,8591.0,6886.0,15477.0,2699.0,2662.0,5361.0,3566.0,3232.0,6798.0,42178.0,1.0,1.0,2.0,7362.0,7169.0,14531.0,8591.0,6885.0,15476.0,2698.0,2652.0,5350.0,3566.0,15713.0,19279.0,222.0,767.0,989.0,27605.0,19980.0,21943.0,2710.0,2672.0,5382.0,3003.0,203502.0,67.76623377,0.322,30.8039,2024,207.2608623011076,67.76623376623377
Bunyoro,Kiryandongo District,18.0,17.0,35.0,22047.0,16519.0,43064.0,16811.0,9002.0,25813.0,32369.0,8836.0,41205.0,11661.0,11027.0,22688.0,81.0,15.0,34.0,21476.0,16063.0,37539.0,16232.0,8731.0,24963.0,11293.0,10660.0,21953.0,10018.0,8576.0,18594.0,103083.0,23.0,16.0,39.0,21527.0,16267.0,37794.0,16392.0,8546.0,24938.0,11335.0,10686.0,22021.0,10256.0,51163.0,61419.0,1403.0,2694.0,4097.0,82906.0,45401.0,238936.0,11679.0,11044.0,22723.0,3582.0,364872.0,101.8626466,2.018,32.0837,2024,282.51825297638624,101.86264656616416
Kigezi,Kisoro District,1.0,0.0,1.0,1162.0,1374.0,2639.0,2713.0,2870.0,5583.0,2966.0,707.0,3673.0,1132.0,1093.0,2225.0,1.0,0.0,1.0,1156.0,1372.0,2528.0,2676.0,2852.0,5528.0,1125.0,1089.0,2214.0,776.0,705.0,1481.0,11752.0,0.0,2.0,2.0,1153.0,1369.0,2522.0,2671.0,2844.0,5515.0,1125.0,1089.0,2214.0,776.0,4471.0,5247.0,1.0,58.0,59.0,7974.0,6044.0,11203.0,1133.0,1093.0,2226.0,690.0,433662.0,628.4956522,1.1539,29.6499,2024,27.099446112410124,628.4956521739131
Tooro,Kitagwenda District,1.0,4.0,5.0,3616.0,2759.0,14041.0,6359.0,3580.0,9939.0,4349.0,1344.0,5693.0,1625.0,1337.0,2962.0,1.0,3.0,4.0,3589.0,2748.0,6337.0,6321.0,3564.0,9885.0,1609.0,1321.0,2930.0,1663.0,1338.0,3001.0,22157.0,7.0,7.0,14.0,3572.0,2733.0,6305.0,6226.0,3524.0,9750.0,1609.0,1321.0,2930.0,1654.0,7576.0,9230.0,175.0,509.0,684.0,15950.0,9024.0,40364.0,1626.0,1341.0,2967.0,677.0,184947.0,273.1861152,0.0,0.0,2024,119.80188918987601,273.18611521418023
Acholi,Kitgum District,24.0,16.0,40.0,32672.0,18967.0,69983.0,29819.0,10760.0,40579.0,49344.0,11171.0,60515.0,18765.0,17686.0,36451.0,23.0,16.0,38.0,32567.0,18920.0,51487.0,29604.0,10657.0,40261.0,18547.0,17559.0,36106.0,13894.0,11121.0,25015.0,152907.0,36.0,36.0,72.0,32229.0,18700.0,50929.0,29383.0,10491.0,39874.0,18439.0,17437.0,35876.0,13836.0,74572.0,88408.0,1290.0,2571.0,3861.0,130624.0,58600.0,193333.0,18789.0,17702.0,36491.0,4391.0,239655.0,54.57868367,3.3397,33.1689,2024,638.029667647243,54.57868367114553
West Nile,Koboko District,17.0,14.0,31.0,11685.0,6376.0,40079.0,12965.0,4618.0,17583.0,18596.0,4450.0,23046.0,6702.0,6468.0,13170.0,15.0,13.0,28.0,11659.0,6362.0,18021.0,12958.0,4615.0,17573.0,6690.0,6451.0,13141.0,5651.0,4453.0,10104.0,58867.0,16.0,18.0,34.0,11548.0,6305.0,17853.0,13169.0,4576.0,17745.0,6644.0,6392.0,13036.0,5633.0,28723.0,34356.0,891.0,2030.0,2921.0,49965.0,21926.0,134879.0,6719.0,6482.0,13201.0,739.0,271781.0,367.7686062,3.5237,31.0335,2024,216.59718670547244,367.7686062246279
Lango,Kole District,54.0,61.0,115.0,25446.0,7355.0,35766.0,18392.0,6228.0,24620.0,16966.0,3987.0,20953.0,6344.0,5712.0,12056.0,48.0,53.0,114.0,14787.0,7249.0,22036.0,18146.0,6145.0,24291.0,6258.0,5644.0,11902.0,5360.0,3937.0,9297.0,67640.0,6.0,7.0,13.0,14926.0,7336.0,22262.0,18295.0,6219.0,24514.0,6334.0,5704.0,12038.0,5440.0,26903.0,32343.0,2124.0,4369.0,6493.0,67202.0,23343.0,105780.0,6398.0,5773.0,12171.0,1073.0,294301.0,274.278658,2.3031,0.0,2024,229.83272228093008,274.27865796831315
Karamoja,Kotido District,37.0,23.0,60.0,9192.0,6115.0,15913.0,17249.0,7672.0,24921.0,34792.0,5471.0,40263.0,15816.0,14010.0,29826.0,37.0,23.0,60.0,9009.0,5925.0,14934.0,16593.0,7402.0,23995.0,15125.0,13622.0,28747.0,6571.0,5278.0,11849.0,79585.0,59.0,59.0,118.0,8752.0,5876.0,14628.0,16295.0,7327.0,23622.0,14966.0,13225.0,28191.0,6547.0,46559.0,53106.0,210.0,1147.0,1357.0,77086.0,33291.0,79503.0,15853.0,14033.0,29886.0,3610.0,219734.0,60.86814404,3.0352,0.0,2024,362.18791811918044,60.868144044321326
Teso,Kumi District,10.0,12.0,22.0,27073.0,17294.0,42317.0,35611.0,15369.0,50980.0,36207.0,10035.0,46242.0,12781.0,11862.0,24643.0,8.0,9.0,17.0,26442.0,17022.0,43464.0,34484.0,14727.0,49211.0,12394.0,11477.0,23871.0,12048.0,9712.0,21760.0,138323.0,26.0,32.0,58.0,26556.0,17521.0,44077.0,34572.0,14801.0,49373.0,12381.0,11456.0,23837.0,12051.0,57647.0,69698.0,1274.0,2808.0,4082.0,111682.0,54572.0,150740.0,12791.0,11874.0,24665.0,1005.0,286992.0,285.5641791,1.4877,33.9304,2024,481.97510732006464,285.5641791044776
Lango,Kwania District,13.0,14.0,27.0,13037.0,5904.0,31826.0,16582.0,6142.0,22724.0,13883.0,2903.0,16786.0,5686.0,4826.0,10512.0,13.0,14.0,27.0,13034.0,5905.0,18939.0,16358.0,6128.0,22486.0,5680.0,4819.0,10499.0,4232.0,2900.0,7132.0,59083.0,31.0,27.0,58.0,12994.0,5877.0,18871.0,16262.0,6119.0,22381.0,5645.0,4807.0,10452.0,4206.0,21754.0,25960.0,855.0,1651.0,2506.0,49201.0,19789.0,99526.0,5699.0,4840.0,10539.0,1223.0,216125.0,176.7170891,1.9033,32.7633,2024,273.3742047426258,176.7170891251022
Bugisu,Kween District,0.0,0.0,0.0,1962.0,1925.0,3551.0,4730.0,3896.0,8626.0,2341.0,778.0,3119.0,743.0,746.0,1489.0,0.0,0.0,0.0,1909.0,1874.0,3783.0,4434.0,3783.0,8217.0,710.0,723.0,1433.0,821.0,763.0,1584.0,15017.0,3.0,3.0,6.0,1907.0,1884.0,3791.0,4423.0,3761.0,8184.0,714.0,716.0,1430.0,827.0,3843.0,4670.0,59.0,126.0,185.0,9776.0,7345.0,12097.0,743.0,746.0,1489.0,851.0,129277.0,151.9118684,1.4126,34.5528,2024,116.16142082505009,151.91186839012926
North Central,Kyankwanzi District,11.0,11.0,22.0,6402.0,4577.0,10619.0,9164.0,5119.0,14283.0,10991.0,2996.0,13987.0,3968.0,3724.0,7692.0,5.0,1.0,5.0,5938.0,4138.0,10076.0,7969.0,4506.0,12475.0,3646.0,3395.0,7041.0,3197.0,2880.0,6077.0,35674.0,13.0,9.0,22.0,5750.0,3981.0,9731.0,7922.0,5089.0,13011.0,3519.0,3254.0,6773.0,3031.0,15473.0,18504.0,454.0,1521.0,1975.0,30536.0,16427.0,38212.0,3979.0,3735.0,7714.0,2455.0,278432.0,113.4142566,1.2061,31.8164,2024,128.12464084587978,113.41425661914461
Tooro,Kyegegwa District,103.0,82.0,185.0,17325.0,12855.0,62996.0,24732.0,13701.0,38433.0,32893.0,9387.0,42280.0,11534.0,10753.0,22287.0,99.0,79.0,178.0,15209.0,11424.0,26633.0,21154.0,11952.0,33106.0,9880.0,9353.0,19233.0,9703.0,8300.0,18003.0,97153.0,21.0,13.0,34.0,16417.0,12190.0,28607.0,23269.0,13096.0,36365.0,10897.0,10289.0,21186.0,10755.0,51790.0,62545.0,796.0,2004.0,2800.0,86587.0,46778.0,197520.0,11637.0,10835.0,22472.0,1882.0,501120.0,266.2699256,0.4818,31.055,2024,193.87172733077907,266.2699256110521
Tooro,Kyenjojo District,93.0,59.0,152.0,15063.0,11192.0,23198.0,20515.0,13530.0,34045.0,20927.0,6135.0,27062.0,7605.0,6900.0,14505.0,82.0,51.0,133.0,13796.0,10467.0,24263.0,18469.0,12399.0,30868.0,7023.0,6435.0,13458.0,6650.0,5720.0,12370.0,81092.0,48.0,51.0,99.0,13715.0,10452.0,24167.0,18522.0,12359.0,30881.0,6988.0,6407.0,13395.0,6574.0,32264.0,38838.0,545.0,1288.0,1833.0,64203.0,37816.0,76289.0,7698.0,6959.0,14657.0,2352.0,543998.0,231.2916667,0.6093,30.6401,2024,149.06672451001657,231.29166666666666
South Central,Kyotera District,18.0,14.0,32.0,7766.0,6471.0,34471.0,12620.0,8068.0,20688.0,10634.0,3196.0,13830.0,3512.0,3366.0,6878.0,17.0,15.0,32.0,7755.0,6466.0,14221.0,12601.0,8060.0,20661.0,3500.0,3351.0,6851.0,3895.0,3194.0,7089.0,48854.0,21.0,13.0,34.0,7748.0,6465.0,14213.0,12567.0,8048.0,20615.0,3497.0,3345.0,6842.0,3898.0,17822.0,21720.0,228.0,733.0,961.0,34550.0,21115.0,101561.0,3530.0,3380.0,6910.0,1723.0,275917.0,160.1375508,0.6359,31.5456,2024,177.06049282936533,160.13755078351713
Acholi,Lamwo District,31.0,26.0,57.0,48061.0,35377.0,100414.0,30575.0,9730.0,40305.0,56119.0,16437.0,72556.0,18752.0,18533.0,37285.0,31.0,26.0,57.0,46426.0,34038.0,80464.0,29409.0,9282.0,38691.0,17947.0,17722.0,35669.0,18384.0,15816.0,34200.0,189081.0,14.0,20.0,34.0,47339.0,35005.0,82344.0,30186.0,9565.0,39751.0,18578.0,18175.0,36753.0,18983.0,91001.0,109984.0,824.0,2043.0,2867.0,153538.0,80103.0,227846.0,18783.0,18559.0,37342.0,5588.0,213156.0,38.14531138,3.491,32.808,2024,887.0545515960142,38.145311381531855
Lango,Lango,332.0,357.0,689.0,193312.0,92313.0,281894.0,225943.0,82545.0,308488.0,226432.0,51975.0,278407.0,86127.0,77950.0,164077.0,324.0,346.0,690.0,181517.0,91442.0,272959.0,223170.0,81384.0,304554.0,85519.0,77318.0,162837.0,69991.0,51594.0,121585.0,862625.0,229.0,208.0,437.0,179862.0,90678.0,270540.0,221989.0,80743.0,302732.0,84829.0,76718.0,161547.0,69423.0,351596.0,421019.0,15067.0,30611.0,45678.0,732146.0,305140.0,862093.0,86459.0,78307.0,164766.0,12856.0,2546118.0,198.0490044,0.0,0.0,2024,338.800087034458,198.04900435594274
Lango,Lira City,29.0,31.0,60.0,9696.0,5711.0,11669.0,19014.0,8354.0,27368.0,16786.0,3636.0,20422.0,6189.0,6229.0,12418.0,29.0,29.0,57.0,9362.0,5541.0,14903.0,18023.0,7964.0,25987.0,6007.0,6052.0,12059.0,4242.0,3562.0,7804.0,60810.0,19.0,25.0,44.0,9195.0,5450.0,14645.0,18291.0,7834.0,26125.0,5974.0,5952.0,11926.0,4164.0,23773.0,27937.0,519.0,1539.0,2058.0,51714.0,23961.0,46724.0,6218.0,6260.0,12478.0,285.0,245132.0,860.1122807,2.2596,32.8903,2024,248.07042736158476,860.1122807017543
Lango,Lira District,7.0,10.0,17.0,14902.0,7018.0,21551.0,23098.0,7770.0,30868.0,19041.0,3920.0,22961.0,7406.0,6671.0,14077.0,7.0,10.0,17.0,14848.0,6957.0,21805.0,22816.0,7714.0,30530.0,7373.0,6648.0,14021.0,5659.0,3886.0,9545.0,75918.0,20.0,15.0,35.0,14819.0,6943.0,21762.0,22835.0,7696.0,30531.0,7367.0,6637.0,14004.0,5672.0,29252.0,34924.0,855.0,1526.0,2381.0,64454.0,25389.0,72078.0,7413.0,6681.0,14094.0,1046.0,242216.0,231.5640535,2.2316,32.9438,2024,313.4309872180203,231.5640535372849
Busoga,Luuka District,3.0,2.0,5.0,30197.0,15017.0,41848.0,44511.0,14391.0,58902.0,55150.0,12663.0,67813.0,22374.0,19029.0,41403.0,3.0,2.0,5.0,30216.0,15014.0,45230.0,44456.0,14391.0,58847.0,22373.0,19032.0,41405.0,17087.0,12663.0,29750.0,175237.0,83.0,42.0,125.0,30107.0,14949.0,45056.0,43885.0,14289.0,58174.0,22312.0,18973.0,41285.0,17056.0,88031.0,105087.0,3102.0,8283.0,11385.0,152235.0,61102.0,164735.0,22377.0,19031.0,41408.0,650.0,298639.0,459.4446154,0.7251,33.3037,2024,586.7853830209718,459.44461538461536
North Central,Luwero District,202.0,204.0,406.0,29288.0,24640.0,57210.0,35962.0,22703.0,58665.0,42829.0,14321.0,57150.0,14030.0,13786.0,27816.0,144.0,151.0,246.0,25309.0,21997.0,47306.0,28267.0,331944.0,360211.0,12599.0,12169.0,24768.0,13982.0,13087.0,27069.0,459600.0,38.0,43.0,81.0,24981.0,21757.0,46738.0,27681.0,17356.0,45037.0,12391.0,13124.0,25515.0,13888.0,66193.0,80081.0,1035.0,3135.0,4170.0,122311.0,75654.0,175680.0,14232.0,13990.0,28222.0,2216.0,616242.0,278.0875451,0.8271,0.0,2024,745.8108989650169,278.0875451263538
South Central,Lwengo District,13.0,13.0,26.0,5592.0,4203.0,20572.0,7945.0,4492.0,12437.0,7702.0,2259.0,9961.0,2560.0,2529.0,5089.0,11.0,13.0,24.0,5557.0,4153.0,9710.0,7687.0,4140.0,11827.0,2472.0,2438.0,4910.0,2624.0,2232.0,4856.0,31327.0,39.0,33.0,72.0,5554.0,4153.0,9707.0,7679.0,4122.0,11801.0,2467.0,2431.0,4898.0,2617.0,12358.0,14975.0,282.0,835.0,1117.0,23812.0,13496.0,62370.0,2573.0,2542.0,5115.0,988.0,325263.0,329.2135628,0.4165,31.3999,2024,96.31282992532198,329.21356275303646
South Central,Lyantonde District,8.0,2.0,10.0,2860.0,2359.0,9059.0,3884.0,2555.0,6439.0,3559.0,1235.0,4794.0,1114.0,1061.0,2175.0,8.0,2.0,10.0,2862.0,2359.0,5221.0,3882.0,2556.0,6438.0,1119.0,1064.0,2183.0,1436.0,1235.0,2671.0,16523.0,1.0,1.0,2.0,2829.0,2330.0,5159.0,3819.0,2529.0,6348.0,1100.0,1053.0,2153.0,1419.0,6211.0,7630.0,34.0,297.0,331.0,11425.0,7212.0,28459.0,1122.0,1063.0,2185.0,887.0,133017.0,149.9627959,0.2241,31.2168,2024,124.2172053196208,149.96279594137542
West Nile,Madi-Okollo District,24.0,25.0,49.0,10873.0,7160.0,47165.0,11375.0,4517.0,15892.0,12197.0,3587.0,15784.0,4018.0,4009.0,8027.0,24.0,25.0,49.0,10388.0,6718.0,17106.0,10991.0,4401.0,15392.0,3804.0,3777.0,7581.0,3963.0,3353.0,7316.0,47444.0,17.0,20.0,37.0,10898.0,7156.0,18054.0,11488.0,4485.0,15973.0,3985.0,3999.0,7984.0,4183.0,19928.0,24111.0,656.0,1403.0,2059.0,38487.0,19298.0,132837.0,4042.0,4034.0,8076.0,2048.0,178051.0,86.93896484,2.8218,31.2168,2024,266.46297970806114,86.93896484375
Bugisu,Manafwa District,6.0,2.0,8.0,4585.0,3183.0,15656.0,8735.0,5585.0,14320.0,11543.0,2445.0,13988.0,4926.0,4266.0,9192.0,5.0,2.0,7.0,4563.0,3166.0,7729.0,8679.0,5555.0,14234.0,4909.0,4243.0,9152.0,3007.0,2433.0,5440.0,36562.0,8.0,7.0,15.0,4559.0,3161.0,7720.0,8616.0,5535.0,14151.0,4862.0,4221.0,9083.0,2998.0,17510.0,20508.0,542.0,1050.0,1592.0,29795.0,15481.0,54702.0,4932.0,4268.0,9200.0,237.0,186917.0,788.6793249,0.0,0.0,2024,195.60553614705992,788.6793248945148
West Nile,Maracha District,1.0,1.0,2.0,10463.0,6044.0,46178.0,10386.0,3647.0,14033.0,10321.0,2955.0,13276.0,3388.0,3150.0,6538.0,1.0,1.0,2.0,10354.0,5982.0,16336.0,10194.0,3512.0,13706.0,3348.0,3108.0,6456.0,3973.0,2917.0,6890.0,43390.0,28.0,17.0,45.0,9870.0,5842.0,15712.0,9803.0,3405.0,13208.0,3184.0,2949.0,6133.0,3801.0,16528.0,20329.0,839.0,1819.0,2658.0,34559.0,15797.0,130620.0,3389.0,3151.0,6540.0,440.0,234712.0,533.4363636,3.2873,30.9403,2024,184.86485565288524,533.4363636363636
South Central,Masaka City,30.0,22.0,52.0,1778.0,1387.0,6184.0,3632.0,2739.0,6371.0,3088.0,846.0,3934.0,1110.0,1075.0,2185.0,29.0,20.0,44.0,1709.0,1329.0,3038.0,3385.0,2526.0,5911.0,1085.0,1031.0,2116.0,914.0,829.0,1743.0,12852.0,7.0,4.0,11.0,1713.0,1337.0,3050.0,3416.0,2528.0,5944.0,1084.0,1012.0,2096.0,913.0,4753.0,5666.0,176.0,424.0,600.0,9638.0,6069.0,22302.0,1140.0,1097.0,2237.0,340.0,294166.0,865.1941176,0.3427,31.7369,2024,43.68961742689502,865.1941176470589
South Central,Masaka District,3.0,1.0,4.0,1308.0,1018.0,6112.0,2548.0,1643.0,4191.0,1704.0,551.0,2255.0,578.0,549.0,1127.0,3.0,0.0,3.0,1306.0,1018.0,2324.0,2542.0,1639.0,4181.0,578.0,551.0,1129.0,606.0,551.0,1157.0,8794.0,4.0,3.0,7.0,1298.0,1011.0,2309.0,2517.0,1625.0,4142.0,578.0,549.0,1127.0,605.0,2887.0,3492.0,51.0,192.0,243.0,6141.0,3762.0,18847.0,581.0,550.0,1131.0,855.0,115455.0,135.0350877,0.4464,31.9018,2024,76.16820406218874,135.03508771929825
Bunyoro,Masindi District,8.0,5.0,13.0,10186.0,7302.0,23266.0,12920.0,7856.0,20776.0,15898.0,4381.0,20279.0,5644.0,5382.0,11026.0,6.0,3.0,13.0,9794.0,7076.0,16870.0,12001.0,7387.0,19388.0,5381.0,5076.0,10457.0,4913.0,4191.0,9104.0,55832.0,36.0,14.0,50.0,9654.0,6951.0,16605.0,11599.0,7125.0,18724.0,5288.0,5029.0,10317.0,4845.0,24137.0,28982.0,615.0,1304.0,1919.0,44656.0,24926.0,83168.0,5652.0,5387.0,11039.0,3891.0,342635.0,88.05833976,1.6873,31.7138,2024,162.94891064835758,88.05833975841686
Busoga,Mayuge District,80.0,66.0,146.0,23755.0,13269.0,48520.0,38263.0,16602.0,54865.0,47727.0,11595.0,59322.0,19001.0,16686.0,35687.0,80.0,66.0,138.0,23546.0,13218.0,36764.0,37983.0,16526.0,54509.0,18926.0,16619.0,35545.0,14296.0,11551.0,25847.0,152803.0,41.0,16.0,57.0,23419.0,13099.0,36518.0,37807.0,16421.0,54228.0,18857.0,16542.0,35399.0,14651.0,76180.0,90831.0,2468.0,4841.0,7309.0,128826.0,58218.0,197063.0,19081.0,16752.0,35833.0,1075.0,577563.0,537.267907,0.3125,33.528,2024,264.56507774909403,537.2679069767441
Bugisu,Mbale City,194.0,153.0,347.0,10075.0,6397.0,15160.0,21876.0,11075.0,32951.0,19662.0,4593.0,24255.0,8046.0,6927.0,14973.0,153.0,113.0,265.0,9840.0,6227.0,16067.0,21080.0,10723.0,31803.0,7892.0,6783.0,14675.0,5672.0,4467.0,10139.0,72949.0,13.0,9.0,22.0,9800.0,6215.0,16015.0,20861.0,10657.0,31518.0,7814.0,6711.0,14525.0,5621.0,30180.0,35801.0,505.0,1736.0,2241.0,59853.0,29145.0,61509.0,8240.0,7080.0,15320.0,156.0,290414.0,1861.628205,1.0871,34.1781,2024,251.1896809382468,1861.628205128205
